Key ID,CMIS Name,Page,Byte,Byte Length,Mask Bytes,Bank Scope,Value Type,Unit,Scale,Byte Order,Conversion Note,Access,Behavior,Requirement,Condition,Description,Reference Section,Reference Table,SONiC Cross-check,SONiC Field
AdaptiveInputEqFailMaskTx5,AdaptiveInputEqFailMaskTx5,0x10,217,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"AdaptiveInputEqFailMaskTx<i> Mask for AdaptiveInputEqFailFlagTx<i>, lane <i> Advertisement: 01h:157.3",,8-81,Not in SONiC,
AdaptiveInputEqFailMaskTx4,AdaptiveInputEqFailMaskTx4,0x10,217,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"AdaptiveInputEqFailMaskTx<i> Mask for AdaptiveInputEqFailFlagTx<i>, lane <i> Advertisement: 01h:157.3",,8-81,Not in SONiC,
AdaptiveInputEqFailMaskTx3,AdaptiveInputEqFailMaskTx3,0x10,217,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"AdaptiveInputEqFailMaskTx<i> Mask for AdaptiveInputEqFailFlagTx<i>, lane <i> Advertisement: 01h:157.3",,8-81,Not in SONiC,
AdaptiveInputEqFailMaskTx2,AdaptiveInputEqFailMaskTx2,0x10,217,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"AdaptiveInputEqFailMaskTx<i> Mask for AdaptiveInputEqFailFlagTx<i>, lane <i> Advertisement: 01h:157.3",,8-81,Not in SONiC,
AdaptiveInputEqFailMaskTx1,AdaptiveInputEqFailMaskTx1,0x10,217,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"AdaptiveInputEqFailMaskTx<i> Mask for AdaptiveInputEqFailFlagTx<i>, lane <i> Advertisement: 01h:157.3",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx8,OpticalPowerHighAlarmMaskTx8,0x10,218,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx7,OpticalPowerHighAlarmMaskTx7,0x10,218,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx6,OpticalPowerHighAlarmMaskTx6,0x10,218,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx5,OpticalPowerHighAlarmMaskTx5,0x10,218,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx4,OpticalPowerHighAlarmMaskTx4,0x10,218,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx3,OpticalPowerHighAlarmMaskTx3,0x10,218,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx2,OpticalPowerHighAlarmMaskTx2,0x10,218,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskTx1,OpticalPowerHighAlarmMaskTx1,0x10,218,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskTx<i> Mask for OpticalPowerHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx8,OpticalPowerLowAlarmMaskTx8,0x10,219,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowAlarmMaskTx<i> Mask for OpticalPowerLowAlarmFlagTx<i>,",,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx7,OpticalPowerLowAlarmMaskTx7,0x10,219,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowAlarmMaskTx<i> Mask for OpticalPowerLowAlarmFlagTx<i>,",,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx6,OpticalPowerLowAlarmMaskTx6,0x10,219,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,media lane <i> A dvertisement: 01h:160.1,,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx5,OpticalPowerLowAlarmMaskTx5,0x10,219,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,media lane <i> A dvertisement: 01h:160.1,,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx4,OpticalPowerLowAlarmMaskTx4,0x10,219,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,media lane <i> A dvertisement: 01h:160.1,,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx3,OpticalPowerLowAlarmMaskTx3,0x10,219,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,media lane <i> A dvertisement: 01h:160.1,,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx2,OpticalPowerLowAlarmMaskTx2,0x10,219,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,media lane <i> A dvertisement: 01h:160.1,,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskTx1,OpticalPowerLowAlarmMaskTx1,0x10,219,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,media lane <i> A dvertisement: 01h:160.1,,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx8,OpticalPowerHighWarningMaskTx8,0x10,220,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx7,OpticalPowerHighWarningMaskTx7,0x10,220,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx6,OpticalPowerHighWarningMaskTx6,0x10,220,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx5,OpticalPowerHighWarningMaskTx5,0x10,220,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx4,OpticalPowerHighWarningMaskTx4,0x10,220,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx3,OpticalPowerHighWarningMaskTx3,0x10,220,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx2,OpticalPowerHighWarningMaskTx2,0x10,220,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerHighWarningMaskTx1,OpticalPowerHighWarningMaskTx1,0x10,220,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighWarningMaskTx<i> Mask for OpticalPowerHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx8,OpticalPowerLowWarningMaskTx8,0x10,221,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx7,OpticalPowerLowWarningMaskTx7,0x10,221,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx6,OpticalPowerLowWarningMaskTx6,0x10,221,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx5,OpticalPowerLowWarningMaskTx5,0x10,221,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx4,OpticalPowerLowWarningMaskTx4,0x10,221,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx3,OpticalPowerLowWarningMaskTx3,0x10,221,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx2,OpticalPowerLowWarningMaskTx2,0x10,221,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
OpticalPowerLowWarningMaskTx1,OpticalPowerLowWarningMaskTx1,0x10,221,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowWarningMaskTx<i> Mask for OpticalPowerLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.1",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx8,LaserBiasHighAlarmMaskTx8,0x10,222,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx7,LaserBiasHighAlarmMaskTx7,0x10,222,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx6,LaserBiasHighAlarmMaskTx6,0x10,222,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx5,LaserBiasHighAlarmMaskTx5,0x10,222,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx4,LaserBiasHighAlarmMaskTx4,0x10,222,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx3,LaserBiasHighAlarmMaskTx3,0x10,222,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx2,LaserBiasHighAlarmMaskTx2,0x10,222,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighAlarmMaskTx1,LaserBiasHighAlarmMaskTx1,0x10,222,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighAlarmMaskTx<i> Mask for LaserBiasHighAlarmFlagTx<i>, media lane <i> A dvertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx8,LaserBiasLowAlarmMaskTx8,0x10,223,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx7,LaserBiasLowAlarmMaskTx7,0x10,223,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx6,LaserBiasLowAlarmMaskTx6,0x10,223,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx5,LaserBiasLowAlarmMaskTx5,0x10,223,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx4,LaserBiasLowAlarmMaskTx4,0x10,223,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx3,LaserBiasLowAlarmMaskTx3,0x10,223,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx2,LaserBiasLowAlarmMaskTx2,0x10,223,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowAlarmMaskTx1,LaserBiasLowAlarmMaskTx1,0x10,223,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowAlarmMaskTx<i> Mask for LaserBiasLowAlarmFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx8,LaserBiasHighWarningMaskTx8,0x10,224,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx7,LaserBiasHighWarningMaskTx7,0x10,224,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx6,LaserBiasHighWarningMaskTx6,0x10,224,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx5,LaserBiasHighWarningMaskTx5,0x10,224,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx4,LaserBiasHighWarningMaskTx4,0x10,224,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx3,LaserBiasHighWarningMaskTx3,0x10,224,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx2,LaserBiasHighWarningMaskTx2,0x10,224,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasHighWarningMaskTx1,LaserBiasHighWarningMaskTx1,0x10,224,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasHighWarningMaskTx<i> Mask for LaserBiasHighWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx8,LaserBiasLowWarningMaskTx8,0x10,225,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx7,LaserBiasLowWarningMaskTx7,0x10,225,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx6,LaserBiasLowWarningMaskTx6,0x10,225,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx5,LaserBiasLowWarningMaskTx5,0x10,225,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx4,LaserBiasLowWarningMaskTx4,0x10,225,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx3,LaserBiasLowWarningMaskTx3,0x10,225,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx2,LaserBiasLowWarningMaskTx2,0x10,225,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LaserBiasLowWarningMaskTx1,LaserBiasLowWarningMaskTx1,0x10,225,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"LaserBiasLowWarningMaskTx<i> Mask for LaserBiasLowWarningFlagTx<i>, media lane <i> Advertisement: 01h:160.0",,8-81,Not in SONiC,
LOSMaskRx8,LOSMaskRx8,0x10,226,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"LOSMaskRx<i> Mask for LOSFlagRx<i>, media lane <i>",,8-81,Not in SONiC,
LOSMaskRx7,LOSMaskRx7,0x10,226,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"LOSMaskRx<i> Mask for LOSFlagRx<i>, media lane <i>",,8-81,Not in SONiC,
LOSMaskRx6,LOSMaskRx6,0x10,226,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"LOSMaskRx<i> Mask for LOSFlagRx<i>, media lane <i>",,8-81,Not in SONiC,
LOSMaskRx5,LOSMaskRx5,0x10,226,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,Advertisement: 01h:158.1,,8-81,Not in SONiC,
LOSMaskRx4,LOSMaskRx4,0x10,226,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,Advertisement: 01h:158.1,,8-81,Not in SONiC,
LOSMaskRx3,LOSMaskRx3,0x10,226,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,Advertisement: 01h:158.1,,8-81,Not in SONiC,
LOSMaskRx2,LOSMaskRx2,0x10,226,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,Advertisement: 01h:158.1,,8-81,Not in SONiC,
LOSMaskRx1,LOSMaskRx1,0x10,226,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,Advertisement: 01h:158.1,,8-81,Not in SONiC,
CDRLOLMaskRx8,CDRLOLMaskRx8,0x10,227,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx7,CDRLOLMaskRx7,0x10,227,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx6,CDRLOLMaskRx6,0x10,227,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx5,CDRLOLMaskRx5,0x10,227,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx4,CDRLOLMaskRx4,0x10,227,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx3,CDRLOLMaskRx3,0x10,227,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx2,CDRLOLMaskRx2,0x10,227,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
CDRLOLMaskRx1,CDRLOLMaskRx1,0x10,227,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"CDRLOLMaskRx<i> Mask for CDRLOLFlagRx<i>, media lane <i> Advertisement: 01h:158.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx8,OpticalPowerHighAlarmMaskRx8,0x10,228,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx7,OpticalPowerHighAlarmMaskRx7,0x10,228,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx6,OpticalPowerHighAlarmMaskRx6,0x10,228,1,0x20,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx5,OpticalPowerHighAlarmMaskRx5,0x10,228,1,0x10,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx4,OpticalPowerHighAlarmMaskRx4,0x10,228,1,0x08,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx3,OpticalPowerHighAlarmMaskRx3,0x10,228,1,0x04,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx2,OpticalPowerHighAlarmMaskRx2,0x10,228,1,0x02,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerHighAlarmMaskRx1,OpticalPowerHighAlarmMaskRx1,0x10,228,1,0x01,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerHighAlarmMaskRx<i> Mask for OpticalPowerHighAlarmFlagRx<i>, media lane <i> A dvertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskRx8,OpticalPowerLowAlarmMaskRx8,0x10,229,1,0x80,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowAlarmMaskRx<i> Mask for OpticalPowerLowAlarmFlagRx<i>, media lane <i> Advertisement: 01h:160.2",,8-81,Not in SONiC,
OpticalPowerLowAlarmMaskRx7,OpticalPowerLowAlarmMaskRx7,0x10,229,1,0x40,Lane-banked,bool,,,,,RW,Normal,Adv,,"OpticalPowerLowAlarmMaskRx<i> Mask for OpticalPowerLowAlarmFlagRx<i>, media lane <i> Advertisement: 01h:160.2",,8-81,Not in SONiC,
