Key ID,CMIS Name,Page,Byte,Byte Length,Mask Bytes,Bank Scope,Value Type,Unit,Scale,Byte Order,Conversion Note,Access,Behavior,Requirement,Condition,Description,Reference Section,Reference Table,SONiC Cross-check,SONiC Field
OutputStatusTx1,OutputStatusTx1,0x11,133,1,0x01,Lane-banked,bool,,,,,RO,Normal,Rqd,,OutputStatusTx<i> 0b: Tx<i> output signal muted or invalid 1b: Tx<i> output signal valid,,8-85,Agrees,TxOutputStatus1
DPStateChangedFlag8,DPStateChangedFlag8,0x11,134,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag7,DPStateChangedFlag7,0x11,134,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag6,DPStateChangedFlag6,0x11,134,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag5,DPStateChangedFlag5,0x11,134,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag4,DPStateChangedFlag4,0x11,134,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag3,DPStateChangedFlag3,0x11,134,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag2,DPStateChangedFlag2,0x11,134,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
DPStateChangedFlag1,DPStateChangedFlag1,0x11,134,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Rqd,,"DPStateChangedFlag<i> Latched Data Path State Changed Flag, host lane <i>",,8-86,Not in SONiC,
FailureFlagTx8,FailureFlagTx8,0x11,135,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault8
FailureFlagTx7,FailureFlagTx7,0x11,135,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault7
FailureFlagTx6,FailureFlagTx6,0x11,135,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault6
FailureFlagTx5,FailureFlagTx5,0x11,135,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault5
FailureFlagTx4,FailureFlagTx4,0x11,135,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault4
FailureFlagTx3,FailureFlagTx3,0x11,135,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault3
FailureFlagTx2,FailureFlagTx2,0x11,135,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault2
FailureFlagTx1,FailureFlagTx1,0x11,135,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"FailureFlagTx<i> Latched Tx Failure Flag, affecting media lane <i> This Flag indicates an internal failure that causes an unspecified malfunction in the Tx facility used by media lane <i>. Note: This Flag was formerly named Tx Fault. See glossary for definitions of Fault and Failure. Advertisement: 01h:157.0",,8-87,Agrees,TxFault1
LOSFlagTx8,LOSFlagTx8,0x11,136,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS8
LOSFlagTx7,LOSFlagTx7,0x11,136,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS7
LOSFlagTx6,LOSFlagTx6,0x11,136,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS6
LOSFlagTx5,LOSFlagTx5,0x11,136,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS5
LOSFlagTx4,LOSFlagTx4,0x11,136,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS4
LOSFlagTx3,LOSFlagTx3,0x11,136,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS3
LOSFlagTx2,LOSFlagTx2,0x11,136,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS2
LOSFlagTx1,LOSFlagTx1,0x11,136,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LOSFlagTx<i> Latched Tx LOS Flag, host lane <i> Advertisement: 01h:157.1",,8-87,Agrees,TxLOS1
CDRLOLFlagTx8,CDRLOLFlagTx8,0x11,137,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL8
CDRLOLFlagTx7,CDRLOLFlagTx7,0x11,137,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL7
CDRLOLFlagTx6,CDRLOLFlagTx6,0x11,137,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL6
CDRLOLFlagTx5,CDRLOLFlagTx5,0x11,137,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL5
CDRLOLFlagTx4,CDRLOLFlagTx4,0x11,137,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL4
CDRLOLFlagTx3,CDRLOLFlagTx3,0x11,137,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL3
CDRLOLFlagTx2,CDRLOLFlagTx2,0x11,137,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL2
CDRLOLFlagTx1,CDRLOLFlagTx1,0x11,137,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"CDRLOLFlagTx<i> Latched Tx CDR LOL Flag, host lane <i> Advertisement: 01h:157.2",,8-87,Agrees,TxCDRLOL1
AdaptiveInputEqFailFlagTx8,AdaptiveInputEqFailFlagTx8,0x11,138,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag8
AdaptiveInputEqFailFlagTx7,AdaptiveInputEqFailFlagTx7,0x11,138,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag7
AdaptiveInputEqFailFlagTx6,AdaptiveInputEqFailFlagTx6,0x11,138,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag6
AdaptiveInputEqFailFlagTx5,AdaptiveInputEqFailFlagTx5,0x11,138,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag5
AdaptiveInputEqFailFlagTx4,AdaptiveInputEqFailFlagTx4,0x11,138,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag4
AdaptiveInputEqFailFlagTx3,AdaptiveInputEqFailFlagTx3,0x11,138,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag3
AdaptiveInputEqFailFlagTx2,AdaptiveInputEqFailFlagTx2,0x11,138,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag2
AdaptiveInputEqFailFlagTx1,AdaptiveInputEqFailFlagTx1,0x11,138,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"AdaptiveInputEqFailFlagTx<i> Latched Tx Adaptive Input Eq Fail, host lane <i> Advertisement: 01h:157.3",,8-87,Agrees,TxAdaptiveInputEqFailFlag1
OpticalPowerHighAlarmFlagTx8,OpticalPowerHighAlarmFlagTx8,0x11,139,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag8
OpticalPowerHighAlarmFlagTx7,OpticalPowerHighAlarmFlagTx7,0x11,139,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag7
OpticalPowerHighAlarmFlagTx6,OpticalPowerHighAlarmFlagTx6,0x11,139,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag6
OpticalPowerHighAlarmFlagTx5,OpticalPowerHighAlarmFlagTx5,0x11,139,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag5
OpticalPowerHighAlarmFlagTx4,OpticalPowerHighAlarmFlagTx4,0x11,139,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag4
OpticalPowerHighAlarmFlagTx3,OpticalPowerHighAlarmFlagTx3,0x11,139,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag3
OpticalPowerHighAlarmFlagTx2,OpticalPowerHighAlarmFlagTx2,0x11,139,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag2
OpticalPowerHighAlarmFlagTx1,OpticalPowerHighAlarmFlagTx1,0x11,139,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighAlarmFlagTx<i> Latched Tx output power High Alarm, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighAlarmFlag1
OpticalPowerLowAlarmFlagTx8,OpticalPowerLowAlarmFlagTx8,0x11,140,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowAlarmFlagTx<i> Latched Tx output power Low alarm, media lane <i>",,8-87,Agrees,TxPowerLowAlarmFlag8
OpticalPowerLowAlarmFlagTx7,OpticalPowerLowAlarmFlagTx7,0x11,140,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowAlarmFlagTx<i> Latched Tx output power Low alarm, media lane <i>",,8-87,Agrees,TxPowerLowAlarmFlag7
OpticalPowerLowAlarmFlagTx6,OpticalPowerLowAlarmFlagTx6,0x11,140,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowAlarmFlagTx<i> Latched Tx output power Low alarm, media lane <i>",,8-87,Agrees,TxPowerLowAlarmFlag6
OpticalPowerLowAlarmFlagTx5,OpticalPowerLowAlarmFlagTx5,0x11,140,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowAlarmFlagTx<i> Latched Tx output power Low alarm, media lane <i>",,8-87,Agrees,TxPowerLowAlarmFlag5
OpticalPowerLowAlarmFlagTx4,OpticalPowerLowAlarmFlagTx4,0x11,140,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,Advertisement: 01h:160.1,,8-87,Agrees,TxPowerLowAlarmFlag4
OpticalPowerLowAlarmFlagTx3,OpticalPowerLowAlarmFlagTx3,0x11,140,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,Advertisement: 01h:160.1,,8-87,Agrees,TxPowerLowAlarmFlag3
OpticalPowerLowAlarmFlagTx2,OpticalPowerLowAlarmFlagTx2,0x11,140,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,Advertisement: 01h:160.1,,8-87,Agrees,TxPowerLowAlarmFlag2
OpticalPowerLowAlarmFlagTx1,OpticalPowerLowAlarmFlagTx1,0x11,140,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,Advertisement: 01h:160.1,,8-87,Agrees,TxPowerLowAlarmFlag1
OpticalPowerHighWarningFlagTx8,OpticalPowerHighWarningFlagTx8,0x11,141,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag8
OpticalPowerHighWarningFlagTx7,OpticalPowerHighWarningFlagTx7,0x11,141,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag7
OpticalPowerHighWarningFlagTx6,OpticalPowerHighWarningFlagTx6,0x11,141,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag6
OpticalPowerHighWarningFlagTx5,OpticalPowerHighWarningFlagTx5,0x11,141,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag5
OpticalPowerHighWarningFlagTx4,OpticalPowerHighWarningFlagTx4,0x11,141,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag4
OpticalPowerHighWarningFlagTx3,OpticalPowerHighWarningFlagTx3,0x11,141,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag3
OpticalPowerHighWarningFlagTx2,OpticalPowerHighWarningFlagTx2,0x11,141,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag2
OpticalPowerHighWarningFlagTx1,OpticalPowerHighWarningFlagTx1,0x11,141,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerHighWarningFlagTx<i> Latched Tx output power High warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerHighWarnFlag1
OpticalPowerLowWarningFlagTx8,OpticalPowerLowWarningFlagTx8,0x11,142,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag8
OpticalPowerLowWarningFlagTx7,OpticalPowerLowWarningFlagTx7,0x11,142,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag7
OpticalPowerLowWarningFlagTx6,OpticalPowerLowWarningFlagTx6,0x11,142,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag6
OpticalPowerLowWarningFlagTx5,OpticalPowerLowWarningFlagTx5,0x11,142,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag5
OpticalPowerLowWarningFlagTx4,OpticalPowerLowWarningFlagTx4,0x11,142,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag4
OpticalPowerLowWarningFlagTx3,OpticalPowerLowWarningFlagTx3,0x11,142,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag3
OpticalPowerLowWarningFlagTx2,OpticalPowerLowWarningFlagTx2,0x11,142,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag2
OpticalPowerLowWarningFlagTx1,OpticalPowerLowWarningFlagTx1,0x11,142,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"OpticalPowerLowWarningFlagTx<i> Latched Tx output power Low warning, media lane <i> Advertisement: 01h:160.1",,8-87,Agrees,TxPowerLowWarnFlag1
LaserBiasHighAlarmFlagTx8,LaserBiasHighAlarmFlagTx8,0x11,143,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag8
LaserBiasHighAlarmFlagTx7,LaserBiasHighAlarmFlagTx7,0x11,143,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag7
LaserBiasHighAlarmFlagTx6,LaserBiasHighAlarmFlagTx6,0x11,143,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag6
LaserBiasHighAlarmFlagTx5,LaserBiasHighAlarmFlagTx5,0x11,143,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag5
LaserBiasHighAlarmFlagTx4,LaserBiasHighAlarmFlagTx4,0x11,143,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag4
LaserBiasHighAlarmFlagTx3,LaserBiasHighAlarmFlagTx3,0x11,143,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag3
LaserBiasHighAlarmFlagTx2,LaserBiasHighAlarmFlagTx2,0x11,143,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag2
LaserBiasHighAlarmFlagTx1,LaserBiasHighAlarmFlagTx1,0x11,143,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighAlarmFlagTx<i> Latched Tx Bias High Alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighAlarmFlag1
LaserBiasLowAlarmFlagTx8,LaserBiasLowAlarmFlagTx8,0x11,144,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag8
LaserBiasLowAlarmFlagTx7,LaserBiasLowAlarmFlagTx7,0x11,144,1,0x40,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag7
LaserBiasLowAlarmFlagTx6,LaserBiasLowAlarmFlagTx6,0x11,144,1,0x20,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag6
LaserBiasLowAlarmFlagTx5,LaserBiasLowAlarmFlagTx5,0x11,144,1,0x10,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag5
LaserBiasLowAlarmFlagTx4,LaserBiasLowAlarmFlagTx4,0x11,144,1,0x08,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag4
LaserBiasLowAlarmFlagTx3,LaserBiasLowAlarmFlagTx3,0x11,144,1,0x04,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag3
LaserBiasLowAlarmFlagTx2,LaserBiasLowAlarmFlagTx2,0x11,144,1,0x02,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag2
LaserBiasLowAlarmFlagTx1,LaserBiasLowAlarmFlagTx1,0x11,144,1,0x01,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasLowAlarmFlagTx<i> Latched Tx Bias Low alarm, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasLowAlarmFlag1
LaserBiasHighWarningFlagTx8,LaserBiasHighWarningFlagTx8,0x11,145,1,0x80,Lane-banked,bool,,,,,RO,ClearOnRead,Adv,,"LaserBiasHighWarningFlagTx<i> Latched Tx Bias High warning, media lane <i> Advertisement: 01h:160.0",,8-87,Agrees,TxBiasHighWarnFlag8
